id	en	zh	source	count	chapters	category	reason
1663	bailiff	法庭执达官	dictionary	2	2,4	dict-rare	词典补注且教材出现≤2次
1665	Cabinet	内阁	dictionary	1	6	dict-rare	词典补注且教材出现≤2次
1666	Inns of Court	〈英〉出庭律师公会	dictionary	1	2	dict-rare	词典补注且教材出现≤2次
1670	bail	保释	dictionary	1	7	dict-rare	词典补注且教材出现≤2次
1671	ballot	选票；投票	dictionary	1	5	dict-rare	词典补注且教材出现≤2次
1674	court of limited jurisdiction	有限管辖权法院	dictionary	1	3	dict-rare	词典补注且教材出现≤2次
1675	enumerated powers	明确列举的权力	dictionary	1	12	dict-rare	词典补注且教材出现≤2次
1676	federal jurisdiction	联邦法院管辖权	dictionary	1	3	dict-rare	词典补注且教材出现≤2次
1678	prosecuting attorney	〈美〉检察官	dictionary	1	4	dict-rare	词典补注且教材出现≤2次
1679	states' rights	州权	dictionary	1	7	dict-rare	词典补注且教材出现≤2次
933	restatements	法律重述	textbook	1	2	dup	归一化重复(同组:1669)
945	federal courts	联邦法院	textbook	1	3	dup	归一化重复(同组:1644)
956	bar exams	律师资格考试	textbook	1	3	dup	归一化重复(同组:1672)
1016	circuit courts	巡回法院	textbook	1	3	dup	归一化重复(同组:1673)
1644	federal court	联邦法院	manual	26	1,3,4,5,6,9,12	dup	归一化重复(同组:945)
1669	Restatement	法律重述	manual	1	2	dup	归一化重复(同组:933)
1672	bar exam	律师资格考试	dictionary	1	6	dup+dict-rare	归一化重复(同组:956)；词典补注且教材出现≤2次
1673	circuit court	巡回法院；巡回上诉法院	dictionary	1	6	dup+dict-rare	归一化重复(同组:1016)；词典补注且教材出现≤2次
51	kill	杀	textbook	1	1	review-once	单次出现+单token短词，疑日常词
56	common	普通	textbook	1	1	review-once	单次出现+单token短词，疑日常词
98	slander	口头诽谤	textbook	1	10	review-once	单次出现+单token短词，疑日常词
124	duty	义务	textbook	1	11	review-once	单次出现+单token短词，疑日常词
134	credit	信贷	textbook	1	11	review-once	单次出现+单token短词，疑日常词
155	nullity	自始无效	textbook	1	11	review-once	单次出现+单token短词，疑日常词
157	rescind	解除	textbook	1	11	review-once	单次出现+单token短词，疑日常词
250	promisee	受允诺人	textbook	1	11	review-once	单次出现+单token短词，疑日常词
259	surety	保证	textbook	1	11	review-once	单次出现+单token短词，疑日常词
284	default	违约	textbook	1	11	review-once	单次出现+单token短词，疑日常词
298	express	明示	textbook	1	11	review-once	单次出现+单token短词，疑日常词
332	charter	特许	textbook	1	11	review-once	单次出现+单token短词，疑日常词
348	compact	契约	textbook	1	11	review-once	单次出现+单token短词，疑日常词
378	dominion	最高所有权	textbook	1	12	review-once	单次出现+单token短词，疑日常词
380	seisin	占有	textbook	1	12	review-once	单次出现+单token短词，疑日常词
387	alienate	让与	textbook	1	12	review-once	单次出现+单token短词，疑日常词
403	realtor	房地产经纪人	textbook	1	12	review-once	单次出现+单token短词，疑日常词
413	covenant	契约	textbook	1	12	review-once	单次出现+单token短词，疑日常词
415	sublease	转租	textbook	1	12	review-once	单次出现+单token短词，疑日常词
416	evict	驱逐	textbook	1	12	review-once	单次出现+单token短词，疑日常词
466	escheat	收归国有	textbook	1	12	review-once	单次出现+单token短词，疑日常词
479	bequest	遗赠	textbook	1	12	review-once	单次出现+单token短词，疑日常词
491	patentee	专利权人	textbook	1	12	review-once	单次出现+单token短词，疑日常词
542	praetor	裁判官	textbook	1	13	review-once	单次出现+单token短词，疑日常词
572	informal	非正式	textbook	1	13	review-once	单次出现+单token短词，疑日常词
578	monogamy	一夫一妻制	textbook	1	13	review-once	单次出现+单token短词，疑日常词
579	polygyny	一夫多妻	textbook	1	13	review-once	单次出现+单token短词，疑日常词
680	adr	替代性纠纷解决	textbook	1	13	review-once	单次出现+单token短词，疑日常词
737	filing	提交（文件）；登记；归档	textbook	1	13	review-once	单次出现+单token短词，疑日常词
750	passport	护照	textbook	1	13	review-once	单次出现+单token短词，疑日常词
777	confirm	证实	textbook	1	14	review-once	单次出现+单token短词，疑日常词
790	approve	批准	textbook	1	14	review-once	单次出现+单token短词，疑日常词
817	outlaw	不法之徒	textbook	1	14	review-once	单次出现+单token短词，疑日常词
824	public	公众	textbook	1	14	review-once	单次出现+单token短词，疑日常词
826	decency	体面	textbook	1	14	review-once	单次出现+单token短词，疑日常词
833	repair	维修	textbook	1	14	review-once	单次出现+单token短词，疑日常词
834	rent	租金	textbook	1	14	review-once	单次出现+单token短词，疑日常词
860	cap	上限	textbook	1	14	review-once	单次出现+单token短词，疑日常词
867	abuse	滥用	textbook	1	14	review-once	单次出现+单token短词，疑日常词
871	religion	宗教	textbook	1	14	review-once	单次出现+单token短词，疑日常词
875	revenge	复仇	textbook	1	14	review-once	单次出现+单token短词，疑日常词
876	avenger	复仇者	textbook	1	14	review-once	单次出现+单token短词，疑日常词
878	avarice	贪婪	textbook	1	14	review-once	单次出现+单token短词，疑日常词
881	poor	贫困	textbook	1	14	review-once	单次出现+单token短词，疑日常词
884	wrath	愤怒	textbook	1	14	review-once	单次出现+单token短词，疑日常词
906	shariah	沙里亚法	textbook	1	2	review-once	单次出现+单token短词，疑日常词
912	wergild	血金	textbook	1	2	review-once	单次出现+单token短词，疑日常词
921	sheriff	郡长	textbook	1	2	review-once	单次出现+单token短词，疑日常词
926	reliance	信赖	textbook	1	2	review-once	单次出现+单token短词，疑日常词
953	rulings	裁决	textbook	1	3	review-once	单次出现+单token短词，疑日常词
964	removal	免职	textbook	1	3	review-once	单次出现+单token短词，疑日常词
966	militia	民兵	textbook	1	3	review-once	单次出现+单token短词，疑日常词
983	caseload	案件量	textbook	1	3	review-once	单次出现+单token短词，疑日常词
987	review	审查	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1002	coroner	验尸官	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1015	framers	制宪者	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1033	opinions	意见	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1037	bench	审判席	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1040	nominee	被提名人	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1049	scrutiny	审查	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1055	veto	否决	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1058	ideology	意识形态	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1065	election	选举	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1069	partisan	党派	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1074	cronyism	裙带关系	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1082	bribes	受贿	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1083	perjury	伪证	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1085	censured	谴责	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1090	try	审判	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1100	recall	罢免	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1124	notes	本章注释	textbook	1	3	review-once	单次出现+单token短词，疑日常词
1130	mediator	调解员	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1141	demurrer	诉求不充分抗辩	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1155	venire	陪审员候选团	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1160	impanel	组成陪审团	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1183	affirm	维持	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1197	miranda	米兰达案	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1209	indict	起诉	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1233	object	反对	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1240	penitent	忏悔者	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1245	sworn	宣誓	textbook	1	4	review-once	单次出现+单token短词，疑日常词
1332	ripe	成熟	textbook	1	6	review-once	单次出现+单token短词，疑日常词
1355	recess	休会	textbook	1	6	review-once	单次出现+单token短词，疑日常词
1402	juvenile	未成年人	textbook	1	7	review-once	单次出现+单token短词，疑日常词
1420	alibi	不在场证明	textbook	1	7	review-once	单次出现+单token短词，疑日常词
1528	english	中文	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1530	nlrb	全国劳工关系委员会	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1542	cpsc	消费品安全委员会	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1546	eeoc	平等就业机会委员会	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1547	msha	矿安局	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1558	nrc	核管会	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1559	cab	民航委员会	textbook	1	8	review-once	单次出现+单token短词，疑日常词
1596	citation	罚单	textbook	1	9	review-once	单次出现+单token短词，疑日常词
1604	tva	田纳西流域管理局	textbook	1	9	review-once	单次出现+单token短词，疑日常词
1605	take	猎取	textbook	1	9	review-once	单次出现+单token短词，疑日常词
6	vigilantism	私刑主义	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
8	freedom of expression	表达自由	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
28	prohibition	禁酒令（教材语境）；禁审令；禁止令	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
29	pari-mutuel	同注分彩	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
43	liability insurance	责任保险	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
57	rule of precedence	先例规则	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
63	IRS	国内税务署	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
66	free exercise	宗教活动自由	textbook	1	1	review-rare	单次出现，待判偶发/案例道具词
76	reasonably prudent person	合理谨慎之人	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
78	trespassers	侵入者	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
79	breach of duty	违反义务	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
82	negligence per se	法律上的当然过失	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
83	res ipsa loquitur	事情本身说明	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
92	infliction of mental distress	故意施加精神痛苦	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
100	public figures	公众人物	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
101	veggie libel	蔬菜诽谤	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
102	intentional torts against property	故意侵权行为	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
105	trespass to land	侵入他人土地	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
108	economic torts	经济侵权	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
109	unjust enrichment	不当得利	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
110	unfair competition or interference with commercial or economic relations	不正当竞争或对商业、经济关系的干扰	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
111	trademark infringement	商标侵权	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
114	general tort defenses	一般侵权抗辩	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
116	respondeat superior	雇主转承责任	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
117	negligent torts	过失侵权行为	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
118	sovereign immunity	主权豁免	textbook	1	10	review-rare	单次出现，待判偶发/案例道具词
123	performance	履行	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
126	specific performance order	特定履行令	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
127	obligation of contracts	合同义务	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
131	workers' compensation	工伤赔偿	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
135	employment	雇佣	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
137	terms of art	专门术语	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
164	obligation	义务	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
167	legally enforceable	法律强制执行力	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
168	natural person	自然人	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
169	legal fiction	法律拟制	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
172	incapacity	行为能力	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
175	necessities	必需品	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
179	mental competency	心智能力	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
181	mental capacity to contract	心智能力	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
183	legal capacity to contract	行为能力	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
185	competent	行为能力	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
187	meeting of the minds	意思表示一致	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
188	mutual agreement	协议	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
189	objective standard	客观标准	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
190	subjective intent	主观意图	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
191	judicial construction	司法解释	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
192	mutual mistake	共同错误	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
193	WTC	世贸中心	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
194	insurance binder	暂保单	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
197	homeowners' insurance	住宅保险	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
198	reasonable person	理性人	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
199	pension plan	养老金计划	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
200	no-cut provision	不得裁减条款	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
212	fraudulent misrepresentation	欺诈性虚假陈述	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
214	invitation to treat	要约邀请	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
215	hostile takeover	恶意收购	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
217	retraction	撤回	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
219	third-party beneficiary contract	合同	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
220	intended beneficiary	预期受益人	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
221	past consideration	对价	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
223	hole-in-one	一杆进洞	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
224	contractual interest	合同利益	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
228	not assignable	转让	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
230	contractual duty	合同义务	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
233	impossibility of performance	履行不能	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
234	repudiate	拒绝履行	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
235	material mistake of fact	重大事实错误	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
237	warranty term	担保条款	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
242	tort remedy	救济	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
243	misrepresentation	虚假陈述	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
244	remedies for breach of contract	违反合同的救济	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
245	liquidated damages	约定违约金	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
246	compensatory damages	补偿性损害赔偿	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
252	gratuitous promise	允诺	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
255	rules of construction	解释规则	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
256	interest in land	土地权益	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
262	uniform electronic transactions act	统一电子交易法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
264	oral agreement	口头协议	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
266	contract suit	合同之诉	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
267	uniform commercial code	统一商法典	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
268	united nations convention for international sale of goods, CISG	联合国国际货物销售合同公约	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
269	national conference of commissioners on uniform state laws	全国统一州法委员会	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
270	american law institute	美国法律研究院	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
272	general provisions	总则	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
273	negotiable instruments	票据	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
274	bank deposits	银行存款	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
275	funds transfer	资金划转	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
276	letters of credit	信用证	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
277	bulk transfers and bulk sales	大宗转让与大宗销售	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
278	warehouse receipts	仓单	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
279	bills of lading	提单	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
280	other documents of title	所有权凭证	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
286	sale of goods	货物买卖	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
287	contract for the sale of goods	买卖合同	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
289	things in action	诉权	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
290	contract for sale	买卖合同	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
292	counteroffer	反要约	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
293	assurance	保证	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
299	express warranty	明示担保	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
302	contract action	合同之诉	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
303	merchantable goods	货物	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
305	incidental damages	附带损害赔偿	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
307	regulate commerce	商事	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
309	SEC	证券交易委员会	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
311	FDA	食品药品局	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
312	statutory remedy	救济	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
313	deceptive trade practices statute	欺诈性贸易行为法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
314	bait and switch	诱饵调包	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
315	Credit Card Accountability Responsibility and Disclosure Act	信用卡问责、责任与披露法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
318	unconscionably	显失公平	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
323	indemnification	补偿	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
324	uniform partnership act	统一合伙法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
325	uniform limited partnership act	统一有限合伙法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
327	silent partner	隐名合伙人	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
328	individual and joint liability	个人及连带责任	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
330	uniform limited liability company act	统一有限责任公司法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
338	stock split	股票分割	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
339	common shares	普通股	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
340	preferred stock	优先股	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
341	piercing of the corporate veil	刺破公司面纱	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
343	obstruction of justice	妨碍司法	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
344	indemnity	补偿	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
346	CEO	首席执行官	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
349	Am. Jur.	美国法律大全	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
350	CISG	联合国国际货物销售合同公约	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
351	warranty of title	所有权担保	textbook	1	11	review-rare	单次出现，待判偶发/案例道具词
355	private ownership	私人所有制	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
357	real property, realty	不动产	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
358	appurtenance	附属物	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
360	personal property, personalty	动产	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
371	fee simple	非限嗣继承地产权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
373	property ownership	所有权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
379	possessory title	占有产权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
381	statute quia emptores	Quia Emptores法令	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
382	tenures abolition act	保有废除法	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
386	divestment	剥夺	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
393	fee tail female	女系限嗣继承	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
394	fee tail male	男系限嗣继承	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
395	equitable trust	衡平信托	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
396	estate pur autre vie	他命终身地产权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
397	life tenant	终身地产保有人	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
398	title company	产权公司	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
402	recording	登记	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
406	reversion interest	归复权益	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
414	quiet enjoyment	安静享用权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
418	marital estate	婚姻财产	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
423	ownership interest	所有权益	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
425	right of survivorship	生存者权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
426	suit to partition	土地分割之诉	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
428	right-of-way	通行权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
429	mineral interest	矿物权益	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
430	riparian or water rights	河岸权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
436	zoning ordinance	分区条例	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
439	national register of historic places	国家史迹名录	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
440	public welfare	公共福利	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
441	inception of title and liens	所有权的取得与留置权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
450	marketable title	可转让产权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
451	title examiner	产权审查人	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
452	title insurance company	产权保险公司	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
454	judgment lien	判决留置权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
457	foreclose	止赎	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
458	rent-to-buy	租购	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
459	probate and succession	遗嘱检验与继承	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
467	uniform probate code	统一遗嘱检验法典	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
468	intestacy	无遗嘱继承	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
469	testate succession	有遗嘱继承	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
470	holographic will	自书遗嘱	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
473	sound mind	神志健全	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
480	trusts and gifts	信托与赠与	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
483	testamentary trust	遗嘱信托	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
484	inter vivos trust	生前信托	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
485	spendthrift	挥霍者	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
486	rule against perpetuities	反永久管业规则	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
495	prior art	现有技术	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
496	non-obviousness	非显而易见性	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
497	utility patent	实用专利	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
498	design patent	外观设计专利	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
499	plant patent	植物专利	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
503	paris convention	巴黎公约	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
504	priority date	优先权日	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
505	semiconductor chip protection act	半导体芯片保护法	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
508	digital millennium copyright act	数字千年版权法	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
509	circumvention	规避	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
510	circumvent	规避	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
512	misappropriation	盗用	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
514	service mark	服务商标	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
515	right of publicity	公开权	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
516	berne convention	伯尔尼公约	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
517	madrid agreement	马德里协定	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
518	trips agreement	与贸易有关的知识产权协定	textbook	1	12	review-rare	单次出现，待判偶发/案例道具词
532	domestic-relation court	家事法院	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
543	justiciable	可裁判	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
548	matrimonial causes act	婚姻案件法	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
551	equity court	衡平法院	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
554	divorce law	离婚法	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
561	irreconcilable differences	不可调和的分歧	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
563	counseling	咨询	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
567	legal entity	法律实体	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
580	miscegenation statute	异族通婚法	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
594	standard of review	审查标准	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
598	common benefits clause	共同福利条款	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
610	civil union	民事结合	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
611	capacity to contract	缔约能力	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
618	marriage validation statute	婚姻确认制定法	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
619	validation provision	确认条款	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
620	uniform marriage and divorce act	统一婚姻与离婚法	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
622	federal district court	联邦地区法院	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
623	lead plaintiff	首席原告	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
625	registrar	登记官	textbook	1	13	review-rare	单次出现，待判偶发/案例道具词
